1990.02.10;Inoki & Sakaguchi vs Chono & Hashimoto;http://njpwworld.com/p/s_series_00090_1_11;Super Fight;Tokyo Dome;;;0
1990.04.27;Hashimoto & Saito (c) vs Mutoh & Chono;http://njpwworld.com/p/s_series_00092_1_1;New Station Bay;Tokyo Bay NK Hall;IWGP Heavyweight Tag Titles;;1
1990.05.28;Riki Choshu vs Shinya Hashimoto;http://njpwworld.com/p/s_series_00093_2_1;Super Heavy Clash;Osaka Prefectural Gym;;;0
1990.06.12;Big Van Vader (c) vs Stan Hansen;http://njpwworld.com/p/s_series_00094_1_1;Super Fight;Fukuoka National Centre;IWGP Heavyweight Title;;1
1990.07.22;Keiji Mutoh & Masahiro Chono vs The Road Warriors;http://njpwworld.com/p/s_series_00095_1_1;Wrestle Scramble;Tsukisamu Green Dome;;;1
1990.08.19;Big Van Vader (c) vs Riki Choshu;http://njpwworld.com/p/s_series_00096_2_1;Summer Night Fever;Ryogoku Kokugikan;IWGP Heavyweight Title;;0
1990.09.14;The Great Muta vs Hiroshi Hase;http://njpwworld.com/p/s_series_00097_1_1;Sengoku Battle Series;Hiroshima Sun Plaza;;;1
1990.11.01;Mutoh & Chono (c) vs Hase & Sasaki;http://njpwworld.com/p/s_series_00099_1_1;Dream Tour;Nippon Budokan;IWGP Heavyweight Tag Titles;;2
1991.02.05;Jushin 'Thunder' Liger vs Dave Finlay;http://njpwworld.com/p/s_archive_28_01_01/e/sp/1470;Super February;Nakajima Sports Centre;;;1
1991.02.05;Bam Bam Bigelow vs Scott Norton;http://njpwworld.com/p/s_archive_28_01_03/e/sp/1470;Super February;Nakajima Sports Centre;;;0
1991.02.05;Tatsumi Fujinami vs Osamu Kido;http://njpwworld.com/p/s_archive_28_01_04/e/sp/1470;Super February;Nakajima Sports Centre;;;0
1991.03.21;Jushin 'Thunder' Liger (c) vs AKIRA;http://njpwworld.com/p/s_series_00100_1_4;Starrcade '91;Tokyo Dome;IWGP Jr. Heavyweight Title;;1
1991.03.21;Hiroshi Hase & Kensuke Sasaki (c) vs The Steiner Brothers;http://njpwworld.com/p/s_series_00100_1_6;Starrcade '91;Tokyo Dome;IWGP Heavyweight Tag Titles;;2
1991.03.21;Vader & Bigelow vs Butch Reed & Ron Simmons;https://njpwworld.com/p/s_series_00100_1_8;Starrcade '91;Tokyo Dome;;;0
1991.03.21;Great Muta vs Sting;https://njpwworld.com/p/s_series_00100_1_9;Starrcade '91;Tokyo Dome;;;0
1991.03.21;Tatsumi Fujinami (c) vs (c) Ric Flair;http://njpwworld.com/p/s_series_00100_1_11;Starrcade '91;Tokyo Dome;IWGP & NWA Heavyweight Titles;;1
1991.04.30;Jushin 'Thunder' Liger vs Norio Honaga;http://njpwworld.com/p/s_series_00101_1_1;Explosion Tour;Ryogoku Kokugikan;IWGP Jr. Heavy Title (vacant);;0
1991.05.31;Vader vs Scott Norton;https://njpwworld.com/p/s_series_00322_01_04;Super Heavy Clash;Osaka Castle Hall;;;0
1991.05.31;The Steiner Brothers (c) vs Hiroshi Hase & Kensuke Sasaki;https://njpwworld.com/p/s_series_00322_01_06;Super Heavy Clash;Osaka Castle Hall;IWGP Heavyweight Tag Titles;;1
1991.05.31;Tatsumi Fujinami (c) vs Masahiro Chono;https://njpwworld.com/p/s_series_00322_01_07;Super Heavy Clash;Osaka Castle Hall;IWGP Heavyweight Title;;0
1991.08.11;Keiji Mutoh vs Masahiro Chono;http://njpwworld.com/p/s_series_00102_1_1;Violent Storm;Ryogoku Kokugikan;G1 Climax Final;;2
1991.09.23;The Great Muta vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00103_1_2;Memorial Battle;Yokohama Arena;;;1
1991.09.23;Vader vs Scott Norton;http://njpwworld.com/p/s_series_00103_1_4;Memorial Battle;Yokohama Arena;;;1
1992.01.04;Antonio Inoki vs Hiroshi Hase;http://njpwworld.com/p/s_series_00104_1_9;Super Warriors;Tokyo Dome;;;0
1992.01.04;The Great Muta & Sting vs The Steiner Brothers;http://njpwworld.com/p/s_series_00104_1_10;Super Warriors;Tokyo Dome;;;2
1992.01.04;Tatsumi Fujinami (c) vs (c) Riki Choshu;http://njpwworld.com/p/s_series_00104_1_12;Super Warriors;Tokyo Dome;IWGP vs Greatest 18 Title;;1
1992.02.08;Tatsumi Fujinami & Shiro Koshinaka vs Keiji Mutoh & Hiroshi Hase;http://njpwworld.com/p/s_series_00273_1_4/e/sp/1471;Fighting Spirit '92;Nakajima Sports Centre;;;1
1992.02.08;Jushin 'Thunder' Liger (c) vs Norio Honaga (c);http://njpwworld.com/p/s_series_00273_1_5/e/sp/1471;Fighting Spirit '92;Nakajima Sports Centre;IWGP/WCW Jr. Heavyweight Titles;;1
1992.04.30;Kuniaki Kobayashi vs Akitoshi Saito;http://njpwworld.com/p/s_series_00106_1_1;Explosion Tour;Ryogoku Kokugikan;;;0
1992.05.01;Shiro Koshinaka vs Masashi Aoyagi;http://njpwworld.com/p/s_series_00106_2_1;Explosion Tour;Chiba Port Arena;;;1
1992.05.01;Mutoh & Hase vs Vader & Bigelow;http://njpwworld.com/p/s_series_00106_1_3;Explosion Tour;Chiba Port Arena;;;2
1992.05.17;Jushin 'Thunder' Liger (c) vs El Samurai;https://njpwworld.com/p/s_series_00321_01_06;Crush the Super Heavy 3;Osaka Castle Hall;IWGP Jr. Heavyweight Title;;2
1992.05.17;Pegasus Kid vs Tiger Mask;https://njpwworld.com/p/s_series_00321_01_03;Crush the Super Heavy 3;Osaka Castle Hall;;;1
1992.05.17;Tony Halme vs Big Van Vader;https://njpwworld.com/p/s_series_00321_01_02;Crush the Super Heavy 3;Osaka Castle Hall;;;1
1992.05.17;Riki Choshu vs Keiji Mutoh;https://njpwworld.com/p/s_series_00321_01_01;Crush the Super Heavy 3;Osaka Castle Hall;IWGP Heavyweight Title (vacant);;2
1992.06.26;Vader & Bigelow (c) vs The Steiner Brothers;http://njpwworld.com/p/s_series_00107_1_1;Masters of Wrestling;Nippon Budokan;IWGP Heavyweight Tag Titles;;1
1992.07.31;Masahiro Chono vs Shiro Koshinaka;http://njpwworld.com/p/s_series_00108_1_1;Summer Struggle;Nakajima Sports Centre;;;0
1992.08.12;Masahiro Chono vs Rick Rude;http://njpwworld.com/p/s_series_00109_1_1;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final for NWA Title;;1
1992.09.23;Masahiro Chono (c) vs Steve Austin;http://njpwworld.com/p/s_series_00111_1_1;Battle Autumn;Yokohama Arena;NWA World Heavyweight Title;;0
1992.10.23;Tenryu & Kitahara vs Koshinaka & Kimura;https://njpwworld.com/p/s_series_00274_1_1;WAR;Korakuen Hall;;;2
1992.11.23;Tenryu, Kitahara & Ishikawa vs Koshinaka, Kimura & Aoyagi;http://njpwworld.com/p/s_series_00112_1_1;Wrestling Scramble;Ryogoku Kokugikan;;;0
1992.12.14;Genichiro Tenryu vs Shiro Koshinaka;http://njpwworld.com/p/s_series_00113_1_1;Battle Final '92;Osaka Prefectural Gym;;;1
1993.01.04;El Samurai, Akira & Iizuka vs Kitahara, Orihara & Hirai;http://njpwworld.com/p/s_series_00114_1_1;Fantastic Story;Tokyo Dome;;;0
1993.01.04;Ultimo Dragon (c) vs Jushin 'Thunder' Liger;http://njpwworld.com/p/s_series_00114_1_3;Fantastic Story;Tokyo Dome;IWGP Jr. Heavyweight Title;;1
1993.01.04;Sting vs Hiroshi Hase;http://njpwworld.com/p/s_series_00114_1_5;Fantastic Story;Tokyo Dome;;;0
1993.01.04;The Great Muta (c) vs (c) Masahiro Chono;http://njpwworld.com/p/s_series_00114_1_7;Fantastic Story;Tokyo Dome;IWGP vs NWA Heavyweight Title;;2
1993.01.04;The Hell Raisers (c) vs The Steiner Brothers;http://njpwworld.com/p/s_series_00114_1_8;Fantastic Story;Tokyo Dome;IWGP Heavyweight Tag Titles;;1
1993.01.04;Genichiro Tenryu vs Riki Choshu;https://njpwworld.com/p/s_series_00114_1_10;Fantastic Story;Tokyo Dome;;;2
1993.02.05;Power Warrior & Road Warrior Hawk vs Hiroshi Hase & Masahiro Chono;http://njpwworld.com/p/s_archive_29_01_04/e/sp/1472;Fighting Spirit '93;Nakajima Sports Centre;;;0
1993.02.05;Tatsumi Fujinami vs The Great Kabuki;http://njpwworld.com/p/s_archive_29_01_05/e/sp/1472;Fighting Spirit '93;Nakajima Sports Centre;;;0
1993.02.05;Mutoh, Hashimoto & AKIRA vs Tenryu, Hara & Ishikawa;http://njpwworld.com/p/s_archive_29_01_06/e/sp/1472;Fighting Spirit '93;Nakajima Sports Centre;;;1
1993.02.10;Black Cat vs Osamu Kido;http://njpwworld.com/p/s_series_00115_2_1;Fighting Spirit Series;Gifu Industrial Hall;;;0
1993.02.16;Mutoh, Chono & Hashimoto vs Koshinaka, Kimura & Kabuki;http://njpwworld.com/p/s_series_00115_1_1;Fighting Spirit Series;Ryogoku Kokugikan;;;0
1993.02.16;Choshu/Fujinami/Hase/Kido/Iizuka vs Tenryu/Hara/Fuyuki/Koki/Ishikawa;http://njpwworld.com/p/s_series_00115_1_2;Fighting Spirit Series;Ryogoku Kokugikan;2/3 Falls 10 Man Tag;;1
1993.03.23;Shinya Hashimoto (c) vs Hiromichi Fuyuki;http://njpwworld.com/p/s_series_00116_1_1;Hyper Battle;Tokyo Metropolitan Gym;IWGP Heavyweight Title;;0
1993.05.03;Hulk Hogan vs The Great Muta;http://njpwworld.com/p/s_series_00117_1_1;Wrestling Dontaku;Fukuoka National Centre;;;1
1993.05.03;Inoki & Fujinami vs Choshu & Tenryu;http://njpwworld.com/p/s_series_00117_1_2;Wrestling Dontaku;Fukuoka National Centre;;;0
1993.06.15;The Great Muta (c) vs The Great Kabuki;http://njpwworld.com/p/s_series_00118_1_1;Explosion Tour;Nippon Budokan;IWGP Heavyweight Title;;0
1993.08.07;Tatsumi Fujinami vs Hiroshi Hase;https://njpwworld.com/p/s_series_00334_1_01;G1 Climax Day 6;Ryogoku Kokugikan;G1 Climax FINAL;;2
1993.09.23;Hulk Hogan & The Great Muta vs The Hell Raisers;http://njpwworld.com/p/s_series_00119_1_2;G1 Climax Special;Yokohama Arena;;;0
1993.09.23;Genichiro Tenryu vs Hiroshi Hase;http://njpwworld.com/p/s_series_00119_1_1;G1 Climax Special;Yokohama Arena;;;2
1993.12.10;Shinya Hashimoto (c) vs Keiji Mutoh;http://njpwworld.com/p/s_series_00120_1_1;Battle Final '93;Aichi Prefectural Gym;IWGP Heavyweight Title;;2
1994.01.04;Jushin 'Thunder' Liger vs Tiger Mask;http://njpwworld.com/p/s_series_00121_1_5;Battlefield;Tokyo Dome;;;0
1994.01.04;Keiji Mutoh & Hiroshi Hase vs The Steiner Brothers;http://njpwworld.com/p/s_series_00121_1_7;Battlefield;Tokyo Dome;;;1
1994.01.04;Hulk Hogan vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00121_1_8;Battlefield;Tokyo Dome;;;0
1994.01.04;Shinya Hashimoto (c) vs Masahiro Chono;http://njpwworld.com/p/s_series_00121_1_10;Battlefield;Tokyo Dome;IWGP Heavyweight Title;;2
1994.01.04;Antonio Inoki vs Genichiro Tenryu;http://njpwworld.com/p/s_series_00121_1_11;Battlefield;Tokyo Dome;;;1
1994.02.05;Power Warrior & Road Warrior Hawk vs Hiroshi Hase & Riki Choshu;http://njpwworld.com/p/s_archive_30_01_03/e/sp/1473;Fighting Spirit '94;Nakajima Sports Centre;;;1
1994.02.05;Shiro Koshinaka vs Super Strong Machine;http://njpwworld.com/p/s_archive_30_01_10/e/sp/1473;Fighting Spirit '94;Nakajima Sports Centre;;;1
1994.02.06;Shinya Hashimoto & Masahiro Chono vs Power Warrior & Road Warrior Hawk;http://njpwworld.com/p/s_archive_30_02_02/e/sp/1473;Fighting Spirit '94;Nakajima Sports Centre;;;0
1994.02.06;Tatsumi Fujinami vs Shiro Koshinaka;http://njpwworld.com/p/s_archive_30_02_09/e/sp/1473;Fighting Spirit '94;Nakajima Sports Centre;;;1
1994.02.17;Shinya Hashimoto vs Genichiro Tenryu;http://njpwworld.com/p/s_series_00122_1_1;Fighting Spirit Series;Ryogoku Kokugikan;;;2
1994.02.24;Shinya Hashimoto vs Jushin 'Thunder' Liger;http://njpwworld.com/p/s_series_00123_1_2;Thanks Wrestling Day;Nippon Budokan;;;1
1994.03.21;Shinya Hashimoto (c) vs Scott Norton;http://njpwworld.com/p/s_series_00124_2_1;Hyper Battle;Aichi Prefectural Gym;IWGP Heavyweight Title;;0
1994.03.24;Satoshi Kojima vs Manabu Nakanishi;http://njpwworld.com/p/s_series_00124_3_1;Hyper Battle;Kyoto Prefectural Gym;Young Lion's Cup Final;;0
1994.04.04;Riki Chohsu & Genichiro Tenryu vs Masahiro Chono & Keiji Mutoh;http://njpwworld.com/p/s_series_00125_1_1;Battle Line Kyushu;Hiroshima Green Arena;;;0
1994.04.04;Shinya Hashimoto (c) vs Tatsumi Fujinami;http://njpwworld.com/p/s_series_00125_1_2;Battle Line Kyushu;Hiroshima Green Arena;IWGP Heavyweight Title;;1
1994.04.16;Jushin 'Thunder' Liger vs Hayabusha;http://njpwworld.com/p/s_series_00126_1_7;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J-Cup First Round;;0
1994.04.16;Wild Pegasus vs Black Tiger;http://njpwworld.com/p/s_series_00126_1_8;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J-Cup Quarter-Final;;0
1994.04.16;El Samurai vs Great Sasuke;http://njpwworld.com/p/s_series_00126_1_9;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J-Cup Quarter-Final;;2
1994.04.16;Wild Pegasus vs Gedo;http://njpwworld.com/p/s_series_00126_1_10;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J-Cup Semi-Final;;0
1994.04.16;Jushin 'Thunder' Liger vs Great Sasuke;http://njpwworld.com/p/s_series_00126_1_11;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J Cup Semi-Final;;2
1994.04.16;Great Sasuke vs Wild Pegasus;http://njpwworld.com/p/s_series_00126_1_12;Super J Cup 1st Stage;Ryogoku Kokugikan;Super J Cup Final;;2
1994.05.01;Antonio Inoki vs The Great Muta;http://njpwworld.com/p/s_series_00127_1_1;Wrestling Dontaku;Fukuoka Dome;;;0
1994.05.01;Tatsumi Fujinami (c) vs Shinya Hashimoto;http://njpwworld.com/p/s_series_00127_1_2;Wrestling Dontaku;Fukuoka Dome;IWGP Heavyweight Title;;0
1994.06.13;Jushin 'Thunder' Liger vs Super Delfin;http://njpwworld.com/p/s_series_00128_1_1;BoSJ FINAL;Osaka Prefectural Gym;Best of the Super Jr's Final;;1
1994.08.07;Masahiro Chono vs Power Warrior;http://njpwworld.com/p/t_0_g1_01_04/e/sp/789;G1 Climax Day 5;Ryogoku Kokugikan;G1 Climax FINAL;;2
1994.10.18;Otani & Wild Pegasus vs Black Tiger & Great Sasuke;http://njpwworld.com/p/s_series_00130_1_1;Super Grade Tag League;Okayama Gymnasium;Super Grade Jr. Tag League Final;;1
1994.10.30;Mutoh & Hase vs Chono & Super Strong Machine;http://njpwworld.com/p/s_series_00130_2_1;Super Grade Tag League;Ryogoku Kokugikan;Super Grade Tag League Final;;0
1995.01.04;Shinjiro Otani (c) vs El Samurai;http://njpwworld.com/p/s_series_00132_1_1;Battle 7;Tokyo Dome;UWA Light Heavyweight Title;;2
1995.01.04;Norio Honaga (c) vs Great Sasuke;http://njpwworld.com/p/s_series_00132_1_2;Battle 7;Tokyo Dome;IWGP Jr. Heavyweight Title;;0
1995.01.04;Yuji Nagata vs Koji Kanemoto;http://njpwworld.com/p/s_series_00132_1_4;Battle 7;Tokyo Dome;;;0
1995.01.04;Antonio Inoki vs Sting;https://njpwworld.com/p/s_series_00132_1_12;Battle 7;Tokyo Dome;;;0
1995.01.04;Mutoh & Hase (c) vs The Steiner Brothers;http://njpwworld.com/p/s_series_00132_1_13;Battle 7;Tokyo Dome;IWGP Heavyweight Tag Titles;;2
1995.01.04;Shinya Hashimoto (c) vs Kensuke Sasaki;http://njpwworld.com/p/s_series_00132_1_14;Battle 7;Tokyo Dome;IWGP Heavyweight Title;;2
1995.02.03;Norio Honaga (c) vs Dean Malenko;http://njpwworld.com/p/s_archive_31_01_02/e/sp/1474;Fighting Spirit '95;Nakajima Sports Centre;;;1
1995.02.03;Keiji Mutoh vs Scott Norton;http://njpwworld.com/p/s_archive_31_01_06/e/sp/1474;Fighting Spirit '95;Nakajima Sports Centre;IWGP Heavyweight no.1 Contendership;;1
1995.02.04;Hiroshi Hase & Shinjiro Otani vs Kensuke Sasaki & Koji Kanemoto;http://njpwworld.com/p/s_archive_31_02_03/e/sp/1474;Fighting Spirit '95;Nakajima Sports Centre;;;0
1995.02.04;Riki Choshu & Junji Hirata vs Hiro Saito & Masahiro Chono;http://njpwworld.com/p/s_archive_31_02_04/e/sp/1474;Fighting Spirit '95;Nakajima Sports Centre;;;0
1995.02.04;Shinya Hashimoto (c) vs Scott Norton;http://njpwworld.com/p/s_archive_31_02_06/e/sp/1474;Fighting Spirit '95;Nakajima Sports Centre;IWGP Heavyweight Title;;1
1995.02.12;Chono, Tenzan & Saito vs Choshu, Hashimoto & Hirata;http://njpwworld.com/p/s_series_00133_1_1;Fighting Spirit '95;Korakuen Hall;;;0
1995.03.19;Antonio Inoki vs Yoshiaki Fujiwara;http://njpwworld.com/p/s_series_00134_1_1;Muscle Storm;Aichi Prefectural Gym;;;1
1995.04.16;Keiji Mutoh vs Hiroyoshi Tenzan;http://njpwworld.com/p/s_series_00312_1_01;Battle Rush;Hiroshima Sun Plaza;;;0
1995.04.29;Bull Nakano vs Akira Hokuto;http://njpwworld.com/p/s_series_00260_1_1;NJPW in North Korea;May Day Stadium;;;1
1995.04.29;Antonio Inoki vs Ric Flair;http://njpwworld.com/p/s_series_00260_1_2;NJPW in North Korea;May Day Stadium;;;2
1995.05.03;Inoki & Kitao vs Choshu & Tenryu;http://njpwworld.com/p/s_series_00135_1_1;Wrestling Dontaku;Fukuoka Dome;;;0
1995.05.03;Shinya Hashimoto (c) vs Keiji Mutoh;http://njpwworld.com/p/s_series_00135_1_2;Wrestling Dontaku;Fukuoka Dome;IWGP Heavyweight Title;;2
1995.07.13;Wild Pegasus vs Black Tiger;http://njpwworld.com/p/s_series_00136_1_1;BoSJ FINAL;Nakajima Sports Centre;Best of the Super Jr's Final;;1
1995.08.13;Keiji Mutoh vs Ric Flair;http://njpwworld.com/p/s_series_00137_1_1;G1 Climax Day 3;Ryogoku Kokugikan;G1 Climax Block A Match;;1
1995.08.15;Keiji Mutoh vs Shinya Hashimoto;http://njpwworld.com/p/s_series_00137_2_1;G1 Climax Final;Ryogoku Kokugikan;G1 Climax Final;;2
1995.09.23;Choshu & Nagata vs Yoji Anjo & Tatsuo Nakano;https://njpwworld.com/p/s_series_00138_1_1;G1 Climax Special;Yokohama Arena;;;0
1995.09.25;Keiji Mutoh (c) vs Junji Hirata;http://njpwworld.com/p/s_series_00138_2_01;G1 Climax Special;Osaka Prefectural Gym;IWGP Heavyweight Title;;2
1995.10.09;Nagata & Ishizawa vs Kanehara & Sakuraba;http://njpwworld.com/p/s_series_00139_1_1;NJPW vs UWFi;Tokyo Dome;;;0
1995.10.09;Shinjiro Otani vs Kenichi Yamamoto;http://njpwworld.com/p/s_series_00139_1_2;NJPW vs UWFi;Tokyo Dome;;;0
1995.10.09;Takashi Iizuka vs Yoshihiro Takayama;http://njpwworld.com/p/s_series_00139_1_3;NJPW vs UWFi;Tokyo Dome;;;0
1995.10.09;Jushin 'Thunder' Liger vs Naoki Sano;http://njpwworld.com/p/s_series_00139_1_4;NJPW vs UWFi;Tokyo Dome;;;1
1995.10.09;Keiji Mutoh (c) vs Nobuhiko Takada;http://njpwworld.com/p/s_series_00139_1_8;NJPW vs UWFi;Tokyo Dome;IWGP Heavyweight Title;;2
1995.10.29;Mutoh & Nagata vs Takayama & Kakihara;http://njpwworld.com/p/s_series_00140_1_1;October Surprise;Fukuoka Marine Messe;;;0
1995.10.29;Kensuke Sasaki vs Yoji Anjo;http://njpwworld.com/p/s_series_00140_1_2;October Surprise;Fukuoka Marine Messe;;;0
1996.01.04;Koji Kanemoto (c) vs Jushin 'Thunder' Liger;http://njpwworld.com/p/1_4tokusyu_1996_3;Wrestling World 1996;Tokyo Dome;IWGP Jr. Heavyweight Title;;1
1996.01.04;Shiro Koshinaka vs Masahiro Chono;http://njpwworld.com/p/s_series_00141_1_4;Wrestling World 1996;Tokyo Dome;;;0
1996.01.04;Kensuke Sasaki vs Hiroshi Hase;http://njpwworld.com/p/1_4tokusyu_1996_6;Wrestling World 1996;Tokyo Dome;;;0
1996.01.04;Antonio Inoki vs Big Van Vader;https://njpwworld.com/p/s_series_00141_1_7;Wrestling World 1996;Tokyo Dome;;;2
1996.01.04;Shinya Hashimoto vs Kazuo Yamazaki;http://njpwworld.com/p/s_series_00141_1_9;Wrestling World 1996;Tokyo Dome;;;1
1996.01.04;Keiji Mutoh (c) vs Nobuhiko Takada;https://njpwworld.com/p/s_series_00141_1_10;Wrestling World 1996;Tokyo Dome;IWGP Heavyweight Title;;1
1996.02.03;Jushin 'Thunder' Liger (c) vs Black Tiger;http://njpwworld.com/p/s_archive_32_01_04/e/sp/1475;Fighting Spirit '96;Nakajima Sports Centre;IWGP Jr. Heavyweight Title;;2
1996.02.03;Otani, Takaiwa, Kashin & Nagata vs Kanehara, Sakuraba, Yamamoto & Kakihara;http://njpwworld.com/p/s_archive_32_01_07/e/sp/1475;Fighting Spirit '96;Nakajima Sports Centre;2/3 Falls ;;1
1996.02.04;Osamu Nishimura & Satoshi Kojima vs Hiro Saito & Hiroyoshi Tenzan;http://njpwworld.com/p/s_archive_32_02_02/e/sp/1475;Fighting Spirit '96;Nakajima Sports Centre;;;1
1996.02.04;El Samurai (c) vs Dean Malenko;http://njpwworld.com/p/s_archive_32_02_03/e/sp/1475;Fighting Spirit '96;Nakajima Sports Centre;UWA World Junior Light Heavyweight Title;;0
1996.02.04;Black Cat, Koji, Iizuka & Nagata vs Kanehara, Sakuraba, Yamamoto & Kakihara;http://njpwworld.com/p/s_archive_32_02_06/e/sp/1475;Fighting Spirit '96;Nakajima Sports Centre;2/3 Falls;;0
1996.02.25;Hashimoto & Hirata (c) vs Takayama & Anjo;http://njpwworld.com/p/s_series_00142_1_1;Fighting Spirit Series;Ryogoku Kokugikan;IWGP Heavyweight Tag Titles;;1
1996.02.25;Mutoh & Liger vs Takada & Sano;http://njpwworld.com/p/s_series_00142_1_2;Fighting Spirit Series;Ryogoku Kokugikan;;;0
1996.04.29;Nobuhiko Takada (c) vs Shinya Hashimoto;http://njpwworld.com/p/s_series_00143_1_1;Battle Formation;Tokyo Dome;IWGP Heavyweight Title;;2
1996.04.29;Tatsumi Fujinami vs Genichiro Tenryu;http://njpwworld.com/p/s_series_00143_1_2;Battle Formation;Tokyo Dome;;;1
1996.04.29;The Great Muta vs Jinsei Shinzaki;http://njpwworld.com/p/s_series_00143_1_3;Battle Formation;Tokyo Dome;;;0
1996.05.12;Chono & Tenzan vs Koshinaka & Goto;http://njpwworld.com/p/s_series_00316_1_01;Thanks Wrestling Day;Korakuen Hall;;;1
1996.06.17;Shinjiro Otani vs Kazushi Sakuraba;http://njpwworld.com/p/s_series_00144_1_1;Skydiving J;Nippon Budokan;UWA Light Heavy Title (vacant);;0
1996.08.05;Ultimo Dragon (c) vs (c) Great Sasuke;http://njpwworld.com/p/s_series_00145_1_1;G1 Climax Day 4;Ryogoku Kokugikan;J-Crown Tournament Final;;2
1996.08.06;Masahiro Chono vs Riki Choshu;http://njpwworld.com/p/s_series_00146_1_1;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final;;0
1996.11.01;Yuji Nagata vs Kazuyuki Fujita;http://njpwworld.com/p/s_series_00147_1_1;Super Grade Tag League;Hiroshima Green Arena;;;0
1997.01.04;Shinjiro Otani vs Yoshihiro Tajiri;http://njpwworld.com/p/s_series_00148_1_4;Wrestling World 1997;Tokyo Dome;;;0
1997.01.04;Ultimo Dragon (c) vs Jushin 'Thunder' Liger;http://njpwworld.com/p/s_series_00148_1_9;Wrestling World 1997;Tokyo Dome;J-Crown Championship Match;;2
1997.01.04;Power Warrior vs The Great Muta;http://njpwworld.com/p/s_series_00148_1_11;Wrestling World 1997;Tokyo Dome;;;1
1997.01.04;Shinya Hashimoto (c) vs Riki Choshu;http://njpwworld.com/p/s_series_00148_1_12;Wrestling World 1997;Tokyo Dome;IWGP Heavyweight Title;;1
1997.01.29;Jushin Liger & El Samurai vs Koji Kanemoto & Chris Jericho;https://njpwworld.com/p/s_archive_33_1_01;Fighting Spirit 1997;Fukushima Memorial Gym;;;1
1997.02.08;Jushin Liger & El Samurai vs Koji Kanemoto & Shinjiro Otani;http://njpwworld.com/p/s_archive_33_01_02/e/sp/1476;Fighting Spirit 1997;Nakajima Sports Centre;;;2
1997.02.08;Kengo Kimura & Tatsumi Fujinami (c) vs Keiji Mutoh & Junji Hirata;http://njpwworld.com/p/s_archive_33_01_05/e/sp/1476;Fighting Spirit 1997;Nakajima Sports Centre;IWGP Heavyweight Tag Titles;;0
